Device,Workload,Dataset,Model,Samples Evaluated,Accuracy,Precision,Recall,F1-Score,ROC-AUC,Inference Time (s),Throughput,Carbon Emissions (kgCO2e),MLPerf Target,Benchmark Status
AMD Ryzen 7 6800H,Visual Wake Words,Visual Wake Words,vww_96.h5,1000,0.863,0.9353,0.78,0.8506,0.9437,52.44,19.07,8.064e-05,0.8,PASSED
